id,L
1,L1i
2,L2i
3,L3i
4,L4i
5,L5i
6,L6i
7,L7i
8,L8i
9,L9i
10,L10i
11,L11i
12,L12i
13,L13i
14,L14i
15,L15i
16,L16i
17,L17i
18,L18i
19,L19i
20,L20i
21,L21i
22,L22i
23,L23i
24,L24i
25,L25i
26,2h1i
27,2h2i
28,2h3i
29,2h4i
30,2h5i
31,2h6i
32,2h7i
33,2h8i
34,2h9i
35,2h10i
36,2h11i
37,2h12i
38,2h13i
39,2h14i
40,2h15i
41,2h16i
42,2h17i
43,2h18i
44,2h19i
45,2h20i
46,2h21i
47,2h22i
48,2h23i
49,2h24i
50,2h25i
51,3h1i
52,3h2i
53,3h3i
54,3h4i
55,3h5i
56,3h6i
57,3h7i
58,3h8i
59,3h9i
60,3h10i
61,3h11i
62,3h12i
63,3h13i
64,3h14i
65,3h15i
66,3h16i
67,3h17i
68,3h18i
69,3h19i
70,3h20i
71,3h21i
72,3h22i
73,3h23i
74,3h24i
75,3h25i
