R,L
248,95
248,67
248,101
248,105
248,106
248,111
248,117
248,120
248,122
248,196
248,126
248,127
248,128
248,138
248,139
248,257
248,146
248,147
248,148
248,152
248,154
248,161
248,165
248,168
248,169
248,55
248,173
248,243
248,202
248,188
248,304
248,192
248,230
248,238
248,197
248,198
248,200
248,201
248,206
248,208
248,274
248,211
248,216
248,220
248,80
248,73
248,223
248,229
248,234
248,235
248,236
248,239
248,242
248,181
248,249
248,250
248,256
248,262
248,265
248,268
248,276
248,277
248,65
248,289
248,294
248,295
248,191
248,305
248,309
248,312
248,177
248,320
248,306
249,249
249,248
249,89
249,304
250,250
250,165
250,312
250,248
250,89
250,128
250,234
250,92
250,201
250,304
251,251
251,138
252,252
252,89
253,253
253,201
254,254
254,92
255,255
255,201
256,256
256,1
256,239
256,6
256,165
256,7
256,248
256,168
256,88
256,89
256,92
256,188
256,117
256,41
256,42
256,201
256,128
256,57
256,304
256,305
256,220
256,312
256,98
256,70
256,234
256,306
256,76
257,257
257,89
257,248
258,258
258,234
258,92
259,259
259,41
259,45
259,201
259,312
259,234
259,165
260,260
260,98
260,69
260,70
261,261
261,128
261,165
261,234
262,262
262,89
262,248
262,304
263,263
263,165
264,264
264,201
265,265
265,1
265,6
265,165
265,7
265,248
265,88
265,89
265,92
265,29
265,35
265,192
265,41
265,201
265,296
265,274
265,128
265,57
265,62
265,234
265,76
266,266
266,165
266,201
266,41
267,267
267,89
268,268
268,248
268,89
268,234
268,201
268,304
269,269
269,138
270,270
270,198
270,248
270,98
270,188
270,70
270,89
270,234
270,304
271,271
271,89
271,304
272,272
272,305
272,201
272,41
272,42
272,165
272,312
272,69
272,89
272,35
272,128
272,234
272,192
272,76
273,273
273,188
273,201
273,24
273,98
273,69
273,70
273,89
273,304
274,274
274,1
274,242
274,6
274,165
274,7
274,248
274,88
274,89
274,173
274,92
274,21
274,265
274,67
274,314
274,101
274,29
274,52
274,187
274,188
274,120
274,35
274,304
274,36
274,192
274,193
274,38
274,238
274,106
274,40
274,41
274,42
274,198
274,289
274,200
274,201
274,204
274,134
274,152
274,206
274,296
274,128
274,57
274,131
274,24
274,305
274,322
274,283
274,309
274,62
274,220
274,111
274,312
274,73
274,37
274,98
274,69
274,70
274,124
274,234
274,306
274,76
275,275
275,1
275,41
275,6
275,201
275,70
275,128
275,234
276,276
276,146
276,248
277,277
277,248
277,188
277,138
278,278
278,234
278,201
278,92
278,165
279,279
279,1
280,280
280,234
281,281
281,98
281,70
281,89
281,304
282,282
282,89
282,198
282,201
282,175
282,98
282,69
282,188
282,173
282,211
282,76
282,192
282,41
282,304
283,283
283,165
283,89
283,274
283,234
283,201
284,284
284,165
285,285
285,165
286,286
286,41
287,287
287,165
287,92
287,234
288,288
289,289
289,239
289,242
289,83
289,6
289,165
289,7
289,248
289,88
289,89
289,92
289,24
289,314
289,29
289,188
289,200
289,35
289,192
289,38
289,238
289,117
289,41
289,42
289,198
289,201
289,189
289,206
289,296
289,274
289,128
289,57
289,304
289,305
289,216
289,309
289,229
289,62
289,312
289,98
289,148
289,69
289,70
289,234
289,306
289,76
290,290
290,201
291,291
291,165
291,89
291,234
291,92
291,201
292,292
292,304
293,293
293,41
293,89
293,234
294,294
294,1
294,165
294,175
294,248
294,89
294,24
294,314
294,188
294,35
294,192
294,41
294,198
294,201
294,296
294,304
294,309
294,98
294,69
294,70
294,234
294,76
295,295
295,248
296,296
296,1
296,2
296,79
296,242
296,165
296,7
296,175
296,88
296,89
296,57
296,24
296,314
296,29
296,188
296,189
296,35
296,36
296,192
296,38
296,238
296,42
296,289
296,201
296,265
296,294
296,206
296,52
296,51
296,274
296,128
296,212
296,305
296,307
296,309
296,229
296,63
296,220
296,311
296,312
296,148
296,69
296,70
296,71
296,152
296,76
297,297
297,92
298,298
298,305
298,42
298,92
298,165
298,88
298,234
298,306
298,131
299,299
299,165
299,201
299,41
300,300
300,234
301,301
301,165
302,302
302,234
302,312
302,165
303,303
303,6
303,204
304,304
304,1
304,6
304,7
304,175
304,11
304,18
304,22
304,24
304,109
304,29
304,34
304,35
304,38
304,41
304,57
304,58
304,63
304,62
304,98
304,69
304,70
304,76
304,85
304,89
304,173
304,92
304,130
304,104
304,105
304,116
304,128
304,136
304,139
304,147
304,148
304,154
304,157
304,159
304,107
304,164
304,165
304,167
304,171
304,270
304,176
304,202
304,188
304,192
304,197
304,198
304,201
304,206
304,210
304,211
304,20
304,216
304,219
304,80
304,229
304,234
304,240
304,242
304,245
304,248
304,249
304,250
304,256
304,262
304,268
304,271
304,273
304,274
304,281
304,282
304,289
304,292
304,294
304,305
304,309
304,310
304,314
305,305
305,1
305,239
305,13
305,242
305,83
305,6
305,165
305,7
305,37
305,248
305,68
305,88
305,89
305,256
305,174
305,145
305,92
305,129
305,24
305,67
305,314
305,101
305,29
305,44
305,188
305,190
305,187
305,45
305,120
305,35
305,111
305,192
305,38
305,238
305,106
305,166
305,117
305,41
305,289
305,200
305,201
305,204
305,124
305,206
305,296
305,298
305,274
305,128
305,57
305,178
305,304
305,216
305,307
305,309
305,62
305,220
305,36
305,312
305,73
305,180
305,98
305,272
305,69
305,70
305,231
305,152
305,234
305,76
306,306
306,1
306,239
306,83
306,165
306,7
306,248
306,68
306,89
306,256
306,174
306,92
306,29
306,106
306,200
306,35
306,36
306,192
306,117
306,41
306,289
306,120
306,201
306,298
306,274
306,128
306,57
306,62
306,312
306,152
306,234
307,307
307,305
307,41
307,42
307,6
307,165
307,312
307,192
307,314
307,296
307,89
307,35
307,234
307,92
307,201
307,76
308,308
308,165
309,309
309,239
309,242
309,6
309,165
309,7
309,175
309,248
309,88
309,89
309,92
309,24
309,314
309,29
309,188
309,35
309,192
309,41
309,42
309,198
309,289
309,201
309,294
309,296
309,274
309,128
309,57
309,304
309,305
309,312
309,98
309,69
309,70
309,152
309,234
309,76
310,310
310,1
310,138
310,198
310,7
310,175
310,98
310,206
310,188
310,173
310,304
310,76
311,311
311,234
311,41
311,6
311,165
311,296
311,57
311,201
312,312
312,239
312,27
312,242
312,83
312,6
312,165
312,7
312,248
312,68
312,250
312,88
312,89
312,256
312,92
312,129
312,21
312,314
312,180
312,224
312,101
312,29
312,259
312,45
312,111
312,192
312,238
312,117
312,41
312,42
312,289
312,200
312,201
312,302
312,52
312,207
312,274
312,57
312,131
312,152
312,305
312,168
312,216
312,307
312,309
312,62
312,36
312,37
312,272
312,296
312,124
312,234
312,306
313,313
313,165
314,314
314,239
314,242
314,83
314,165
314,7
314,175
314,10
314,88
314,89
314,173
314,92
314,212
314,24
314,99
314,29
314,185
314,188
314,189
314,229
314,62
314,36
314,192
314,38
314,238
314,41
314,42
314,198
314,289
314,294
314,206
314,296
314,35
314,274
314,211
314,57
314,52
314,191
314,305
314,216
314,307
314,309
314,63
314,220
314,312
314,304
314,98
314,148
314,69
314,70
314,71
314,152
314,76
315,315
315,138
316,316
316,87
316,61
317,317
317,201
317,165
318,318
319,319
319,234
319,165
320,320
320,234
320,165
320,248
321,321
321,215
321,24
321,198
321,244
321,8
321,201
321,175
321,167
321,89
321,98
321,69
321,70
321,188
321,211
321,173
321,234
322,322
322,1
322,165
322,35
322,274
322,128
322,234
322,92
